map	round_winner	t_weapon_p250	ct_weapon_p2000
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	1.0	0.0
de_mirage	CT	1.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	2.0	0.0
de_mirage	CT	2.0	0.0
de_mirage	CT	2.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	1.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	T	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_mirage	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	2.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	T	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	T	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	1.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_dust2	CT	0.0	0.0
de_nuke	CT	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	1.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	1.0	0.0
de_nuke	CT	2.0	0.0
de_nuke	CT	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	1.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	1.0	1.0
de_nuke	CT	1.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	1.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	2.0	0.0
de_nuke	T	2.0	0.0
de_nuke	T	2.0	0.0
de_nuke	T	1.0	0.0
de_nuke	T	1.0	0.0
de_inferno	T	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	2.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	CT	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	1.0	0.0
de_inferno	T	0.0	0.0
de_inferno	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	1.0	0.0
de_nuke	CT	1.0	0.0
de_nuke	CT	1.0	0.0
de_nuke	CT	1.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	T	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
de_nuke	CT	0.0	0.0
